1870    1 4.59000                         
1870    2 4.60000                         
1870    3 4.60000                         
1870    4 4.62000                         
1870    5 4.57000                         
1870    6 4.55000                         
1870    7 4.71000                         
1870    8 4.60000                         
1870    9 4.65000                         
1870   10 4.60000                         
1870   11 4.58000                         
1870   12 4.61000                         
1871    1 4.61000                         
1871    2 4.57000                         
1871    3 4.50000                         
1871    4 4.48000                         
1871    5 4.46000                         
1871    6 4.48000                         
1871    7 4.47000                         
1871    8 4.38000                         
1871    9 4.39000                         
1871   10 4.38000                         
1871   11 4.27000                         
1871   12 4.26000                         
1872    1 4.25000                         
1872    2 4.25000                         
1872    3 4.24000                         
1872    4 4.24000                         
1872    5 4.23000                         
1872    6 4.22000                         
1872    7 4.23000                         
1872    8 4.23000                         
1872    9 4.27000                         
1872   10 4.30000                         
1872   11 4.30000                         
1872   12 4.30000                         
1873    1 4.32000                         
1873    2 4.29000                         
1873    3 4.28000                         
1873    4 4.30000                         
1873    5 4.34000                         
1873    6 4.31000                         
1873    7 4.32000                         
1873    8 4.31000                         
1873    9 4.31000                         
1873   10 4.30000                         
1873   11 4.27000                         
1873   12 4.28000                         
1874    1 4.28000                         
1874    2 4.26000                         
1874    3 4.25000                         
1874    4 4.24000                         
1874    5 4.23000                         
1874    6 4.21000                         
1874    7 4.20000                         
1874    8 4.21000                         
1874    9 4.22000                         
1874   10 4.24000                         
1874   11 4.24000                         
1874   12 4.26000                         
1875    1 4.27000                         
1875    2 4.24000                         
1875    3 4.26000                         
1875    4 4.26000                         
1875    5 4.26000                         
1875    6 4.25000                         
1875    7 4.23000                         
1875    8 4.22000                         
1875    9 4.23000                         
1875   10 4.26000                         
1875   11 4.29000                         
1875   12 4.26000                         
1876    1 4.25000                         
1876    2 4.22000                         
1876    3 4.23000                         
1876    4 4.22000                         
1876    5 4.21000                         
1876    6 4.20000                         
1876    7 4.20000                         
1876    8 4.21000                         
1876    9 4.21000                         
1876   10 4.22000                         
1876   11 4.22000                         
1876   12 4.23000                         
1877    1 4.23000                         
1877    2 4.23000                         
1877    3 4.23000                         
1877    4 4.25000                         
1877    5 4.23000                         
1877    6 4.22000                         
1877    7 4.23000                         
1877    8 4.22000                         
1877    9 4.22000                         
1877   10 4.22000                         
1877   11 4.23000                         
1877   12 4.23000                         
1878    1 4.25000                         
1878    2 4.23000                         
1878    3 4.25000                         
1878    4 4.26000                         
1878    5 4.26000                         
1878    6 4.26000                         
1878    7 4.25000                         
1878    8 4.24000                         
1878    9 4.24000                         
1878   10 4.26000                         
1878   11 4.28000                         
1878   12 4.27000                         
1879    1 4.27000                         
1879    2 4.26000                         
1879    3 4.23000                         
1879    4 4.21000                         
1879    5 4.17000                         
1879    6 4.16000                         
1879    7 4.15000                         
1879    8 4.14000                         
1879    9 4.14000                         
1879   10 4.13000                         
1879   11 4.13000                         
1879   12 4.13000                         
1880    1 4.15000                         
1880    2 4.11000                         
1880    3 4.09000                         
1880    4 4.07000                         
1880    5 4.05000                         
1880    6 4.04000                         
1880    7 4.02000                         
1880    8 4.01000                         
1880    9 4.04000                         
1880   10 4.02000                         
1880   11 4.01000                         
1880   12 4.00000                         
1881    1 4.02000                         
1881    2 3.99000                         
1881    3 3.99000                         
1881    4 3.97000                         
1881    5 3.95000                         
1881    6 3.95000                         
1881    7 3.95000                         
1881    8 3.96000                         
1881    9 3.96000                         
1881   10 3.97000                         
1881   11 3.96000                         
1881   12 3.95000                         
1882    1 3.96000                         
1882    2 3.96000                         
1882    3 3.96000                         
1882    4 3.95000                         
1882    5 3.95000                         
1882    6 3.95000                         
1882    7 3.94000                         
1882    8 3.94000                         
1882    9 3.94000                         
1882   10 3.99000                         
1882   11 3.95000                         
1882   12 3.95000                         
1883    1 3.95000                         
1883    2 3.95000                         
1883    3 3.94000                         
1883    4 3.94000                         
1883    5 3.93000                         
1883    6 3.93000                         
1883    7 3.92000                         
1883    8 3.92000                         
1883    9 3.92000                         
1883   10 3.92000                         
1883   11 3.92000                         
1883   12 3.91000                         
1884    1 3.90000                         
1884    2 3.90000                         
1884    3 3.89000                         
1884    4 3.89000                         
1884    5 3.88000                         
1884    6 3.86000                         
1884    7 3.86000                         
1884    8 3.86000                         
1884    9 3.86000                         
1884   10 3.86000                         
1884   11 3.89000                         
1884   12 3.85000                         
1885    1 3.85000                         
1885    2 3.83000                         
1885    3 3.82000                         
1885    4 3.83000                         
1885    5 3.82000                         
1885    6 3.81000                         
1885    7 3.80000                         
1885    8 3.80000                         
1885    9 3.80000                         
1885   10 3.80000                         
1885   11 3.79000                         
1885   12 3.78000                         
1886    1 3.77000                         
1886    2 3.76000                         
1886    3 3.75000                         
1886    4 3.76000                         
1886    5 3.76000                         
1886    6 3.76000                         
1886    7 3.71000                         
1886    8 3.70000                         
1886    9 3.70000                         
1886   10 3.70000                         
1886   11 3.69000                         
1886   12 3.71000                         
1887    1 3.70000                         
1887    2 3.72000                         
1887    3 3.71000                         
1887    4 3.71000                         
1887    5 3.70000                         
1887    6 3.70000                         
1887    7 3.70000                         
1887    8 3.69000                         
1887    9 3.70000                         
1887   10 3.70000                         
1887   11 3.69000                         
1887   12 3.70000                         
1888    1 3.66000                         
1888    2 3.67000                         
1888    3 3.68000                         
1888    4 3.67000                         
1888    5 3.66000                         
1888    6 3.64000                         
1888    7 3.62000                         
1888    8 3.61000                         
1888    9 3.62000                         
1888   10 3.62000                         
1888   11 3.63000                         
1888   12 3.63000                         
1889    1 3.61000                         
1889    2 3.60000                         
1889    3 3.59000                         
1889    4 3.60000                         
1889    5 3.60000                         
1889    6 3.60000                         
1889    7 3.60000                         
1889    8 3.59000                         
1889    9 3.61000                         
1889   10 3.62000                         
1889   11 3.65000                         
1889   12 3.63000                         
1890    1 3.62000                         
1890    2 3.63000                         
1890    3 3.66000                         
1890    4 3.65000                         
1890    5 3.65000                         
1890    6 3.67000                         
1890    7 3.67000                         
1890    8 3.68000                         
