1924    1 .                               
1924    2 .                               
1924    3 .                               
1924    4 .                               
1924    5 .                               
1924    6 .                               
1924    7 .                               
1924    8 10.2700                         
1924    9 9.28000                         
1924   10 9.59000                         
1924   11 9.44000                         
1924   12 9.21000                         
1925    1 8.76000                         
1925    2 8.57000                         
1925    3 8.55000                         
1925    4 8.69000                         
1925    5 8.75000                         
1925    6 9.07000                         
1925    7 9.25000                         
1925    8 9.30000                         
1925    9 9.22000                         
1925   10 9.21000                         
1925   11 9.32000                         
1925   12 9.25000                         
1926    1 8.83000                         
1926    2 8.32000                         
1926    3 7.99000                         
1926    4 7.65000                         
1926    5 7.67000                         
1926    6 7.64000                         
1926    7 7.58000                         
1926    8 7.53000                         
1926    9 7.53000                         
1926   10 7.52000                         
1926   11 7.49000                         
1926   12 7.29000                         
1927    1 7.15000                         
1927    2 7.10000                         
1927    3 7.14000                         
1927    4 7.15000                         
1927    5 7.20000                         
1927    6 7.30000                         
1927    7 7.33000                         
1927    8 7.36000                         
1927    9 7.41000                         
1927   10 7.52000                         
1927   11 7.65000                         
1927   12 7.62000                         
1928    1 7.57000                         
1928    2 7.61000                         
1928    3 7.66000                         
1928    4 7.69000                         
1928    5 7.72000                         
1928    6 7.75000                         
1928    7 7.77000                         
1928    8 7.81000                         
1928    9 7.84000                         
1928   10 7.87000                         
1928   11 7.88000                         
1928   12 7.88000                         
1929    1 7.86000                         
1929    2 7.87000                         
1929    3 7.89000                         
1929    4 7.93000                         
1929    5 8.03000                         
1929    6 8.05000                         
1929    7 8.05000                         
1929    8 8.07000                         
1929    9 8.11000                         
1929   10 8.15000                         
1929   11 8.17000                         
1929   12 8.17000                         
1930    1 8.13000                         
1930    2 8.02000                         
1930    3 7.98000                         
1930    4 7.85000                         
1930    5 7.72000                         
1930    6 7.66000                         
1930    7 7.61000                         
1930    8 7.61000                         
1930    9 7.65000                         
1930   10 7.77000                         
1930   11 7.77000                         
1930   12 7.77000                         
1931    1 7.73000                         
1931    2 .                               
1931    3 .                               
1931    4 .                               
1931    5 .                               
1931    6 .                               
1931    7 .                               
1931    8 .                               
1931    9 .                               
1931   10 .                               
1931   11 .                               
1931   12 .                               
